electricity_always_on,electricity_refrigeration,electricity_cooking,electricity_laundry,electricity_lighting,electricity_entertainment,electricity_other,electricity_total,property_type,property_size,property_age,property_ownership,occupants,occupant_type,stove_heating,grill_heating,oven_heating,fridge,freezer,combi_fridge_freezer,microwave,kettle,toaster,dishwasher,washing_machine,tumble_dryer,iron,tv,dvd_or_blueray,digital_tv_box,games_console,computer,tablet,electric_shower,ev_charger,month
129.127,98.9958,9.5948,4.664,6.0633,76.3769,3.281,328.103,PT.02,4,PA.02,OWN.01,3,OT.02,other,electric,electric,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,8th
25.2905,62.9797,4.426,3.623,3.5602,35.8185,1.3707,137.069,PT.04,3,PA.02,OWN.02,2,OT.04,other,electric,electric,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3th
28.2707,53.7208,7.2236,15.3426,10.2143,63.348,1.7992,179.919,PT.04,3,PA.02,OWN.02,2,OT.04,other,electric,electric,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4th
35.2242,34.6641,8.9276,20.7553,7.3633,63.5287,2.1899,172.653,PT.04,3,PA.02,OWN.02,2,OT.04,other,electric,electric,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5th
32.9148,35.5079,9.5017,22.4764,3.5216,64.6769,3.5257,172.125,PT.04,3,PA.02,OWN.02,2,OT.04,other,electric,electric,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,6th
9.9405,29.9073,17.6426,3.7753,12.3683,58.2719,12.4481,144.35399999999996,PT.04,3,PA.02,OWN.02,2,OT.04,other,electric,electric,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,7th
1.7229,5.2385,4.151,3.1883,3.815,14.52,2.7574,35.393,PT.04,3,PA.02,OWN.02,2,OT.04,other,electric,electric,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,8th
33.9174,49.5185,24.1804,6.6889,45.2417,72.5305,12.0415,244.11900000000003,PT.04,2,PA.02,OWN.01,2,OT.06,other,electric,electric,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,2th
45.5566,60.1953,26.1256,21.0868,46.8064,89.1633,14.0808,303.015,PT.04,2,PA.02,OWN.01,2,OT.06,other,electric,electric,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,3th
36.6281,71.9715,24.1561,21.0176,28.7061,83.5605,14.1369,280.177,PT.04,2,PA.02,OWN.01,2,OT.06,other,electric,electric,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,4th
13.7665,65.7072,6.2531,7.7053,5.1945,35.6814,1.9249,136.233,PT.04,2,PA.02,OWN.01,2,OT.06,other,electric,electric,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,5th
55.1192,58.0688,29.3428,30.0583,19.4766,97.64399999999999,20.7433,310.453,PT.04,2,PA.02,OWN.01,2,OT.06,other,electric,electric,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,6th
39.5029,35.4808,15.5543,15.9102,10.2476,56.6623,10.9849,184.343,PT.04,2,PA.02,OWN.01,2,OT.06,other,electric,electric,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,7th
88.2117,16.9364,13.4061,16.5937,41.1965,94.6783,2.7376,273.76,PT.02,3,PA.01,OWN.01,4,OT.04,other,electric,electric,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,2th
97.568,20.1711,17.1271,32.1312,44.1817,120.057,3.3458,334.582,PT.02,3,PA.01,OWN.01,4,OT.04,other,electric,electric,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,3th
98.4054,23.3592,20.8347,35.7702,28.4219,126.805,6.1151,339.712,PT.02,3,PA.01,OWN.01,4,OT.04,other,electric,electric,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,4th
60.3296,12.9392,77.0848,38.6593,74.3255,259.784,54.5864,577.7090000000002,PT.02,3,PA.01,OWN.01,4,OT.04,other,electric,electric,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,5th
130.861,24.34,29.1466,35.7499,16.0023,161.285,14.8349,412.219,PT.02,3,PA.01,OWN.01,4,OT.04,other,electric,electric,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,6th
119.59899999999999,24.4034,6.8072,5.8424,2.2262,86.6541,2.4801,248.012,PT.02,3,PA.01,OWN.01,4,OT.04,other,electric,electric,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,7th
186.44400000000002,31.5369,14.2597,4.7586,14.0731,141.309,3.9635,396.345,PT.02,3,PA.01,OWN.01,4,OT.04,other,electric,electric,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,8th
119.82600000000001,23.3022,19.7557,23.6901,29.1635,131.439,5.9743,353.15,PT.02,3,PA.01,OWN.01,4,OT.04,other,electric,electric,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,9th
21.1934,13.7946,10.6109,3.6133,13.56,41.1247,7.5199,116.29,PT.06,2,PA.02,OWN.01,1,OT.02,other,other,electric,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,4th
20.8693,20.9841,7.9475,4.4472,8.0487,35.6889,5.5458,104.289,PT.06,2,PA.02,OWN.01,1,OT.02,other,other,electric,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,5th
23.3664,24.2393,11.5144,3.3361,8.5762,45.3405,9.088,125.461,PT.06,2,PA.02,OWN.01,1,OT.02,other,other,electric,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,6th
21.2015,19.1289,10.6328,5.1572,8.2498,41.9646,8.7192,115.054,PT.06,2,PA.02,OWN.01,1,OT.02,other,other,electric,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,7th
7.2415,14.052,6.6869,1.9397,6.9941,24.7713,5.3896,67.075,PT.06,2,PA.02,OWN.01,1,OT.02,other,other,electric,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,8th
25.2878,17.4845,7.5118,10.5586,18.6492,40.4568,1.3011,130.113,PT.04,3,PA.03,OWN.01,3,OT.04,electric,electric,electric,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2th
30.7513,23.647,10.8556,16.3573,21.6709,53.608999999999995,2.2861,161.637,PT.04,3,PA.03,OWN.01,3,OT.04,electric,electric,electric,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3th
26.4335,17.6645,6.9492,10.0786,8.172,35.6632,1.7730000000000001,106.734,PT.04,3,PA.03,OWN.01,3,OT.04,electric,electric,electric,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4th
22.7182,18.7819,17.8071,18.6996,15.3971,64.8571,10.2433,172.00099999999995,PT.04,3,PA.03,OWN.01,3,OT.04,electric,electric,electric,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5th
4.3546,3.5009,134.243,68.5993,60.7677,331.458,106.31700000000001,709.24,PT.04,3,PA.03,OWN.01,3,OT.04,electric,electric,electric,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,6th
95.9738,49.6212,0.0,0.0,0.0,0.0,8.5179,154.113,PT.04,3,PA.03,OWN.01,3,OT.04,electric,electric,electric,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,7th
51.1134,24.9063,11.8201,4.7586,10.2435,58.0123,5.2659,166.12,PT.04,3,PA.03,OWN.01,3,OT.04,electric,electric,electric,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,8th
23.7205,19.3105,13.5244,4.9749,15.7229,51.166000000000004,7.4731,137.607,PT.04,3,PA.03,OWN.01,3,OT.04,electric,electric,electric,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,9th
69.7684,16.4283,9.6388,4.532,25.6133,39.7176,1.6737,167.372,PT.03,3,PA.02,OWN.01,2,OT.05,electric,electric,electric,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2th
60.549,23.1437,12.4215,4.12,25.3372,45.6665,1.7297,172.968,PT.03,3,PA.02,OWN.01,2,OT.05,electric,electric,electric,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,3th
42.8088,16.7713,11.812999999999999,3.9552,13.5264,37.5284,3.9997,130.403,PT.03,3,PA.02,OWN.01,2,OT.05,electric,electric,electric,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,4th
34.3535,16.7376,64.1311,28.7072,54.6466,141.638,43.1096,383.32300000000004,PT.03,3,PA.02,OWN.01,2,OT.05,electric,electric,electric,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,5th
51.653,33.9882,19.5922,3.6256,11.3827,58.7886,10.1478,189.178,PT.03,3,PA.02,OWN.01,2,OT.05,electric,electric,electric,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,6th
53.1125,37.5439,15.3599,3.502,8.3085,52.8757,7.1475,177.85,PT.03,3,PA.02,OWN.01,2,OT.05,electric,electric,electric,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,7th
74.4951,64.6221,6.3994,3.6256,2.7664,40.2058,1.9406,194.055,PT.03,3,PA.02,OWN.01,2,OT.05,electric,electric,electric,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,8th
124.934,34.9581,11.8893,5.83,49.8231,79.2328,3.0976,309.765,PT.02,4,PA.03,OWN.01,5,OT.05,other,electric,electric,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2th
136.675,41.9515,21.4321,5.3,69.1798,123.052,4.0161,401.60699999999997,PT.02,4,PA.03,OWN.01,5,OT.05,other,electric,electric,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3th
108.523,49.9452,12.907,5.088,26.1957,88.7602,2.9436,294.363,PT.02,4,PA.03,OWN.01,5,OT.05,other,electric,electric,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4th
111.156,44.1919,62.2666,15.6875,68.0179,204.657,36.7975,542.775,PT.02,4,PA.03,OWN.01,5,OT.05,other,electric,electric,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5th
141.638,45.7344,18.0977,4.664,10.1742,106.42299999999999,4.0871,330.8180000000001,PT.02,4,PA.03,OWN.01,5,OT.05,other,electric,electric,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6th
149.404,47.2601,18.1665,4.505,6.476,155.543,3.8521,385.207,PT.02,4,PA.03,OWN.01,5,OT.05,other,electric,electric,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7th
72.6578,19.9926,16.2245,4.664,17.395,98.5921,3.947,233.47299999999998,PT.02,4,PA.03,OWN.01,5,OT.05,other,electric,electric,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,8th
52.5829,23.1878,19.5089,19.5872,36.5849,42.9676,6.4686,200.888,PT.04,3,PA.03,OWN.01,4,OT.04,electric,other,electric,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2th
74.5745,29.8632,24.045,21.9323,41.2392,57.239,10.1702,259.064,PT.04,3,PA.03,OWN.01,4,OT.04,electric,other,electric,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3th
78.7179,23.5255,20.9904,20.8412,23.4914,51.3298,9.7817,228.678,PT.04,3,PA.03,OWN.01,4,OT.04,electric,other,electric,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4th
5.5424,2.8336,47.7514,25.2348,29.3713,79.6527,38.1489,228.535,PT.04,3,PA.03,OWN.01,4,OT.04,electric,other,electric,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5th
87.5331,65.5235,37.6337,21.8744,23.771,86.8181,23.8071,346.961,PT.04,3,PA.03,OWN.01,4,OT.04,electric,other,electric,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6th
331.164,41.2722,0.0,0.0,0.0,0.0,16.2191,388.655,PT.04,3,PA.03,OWN.01,4,OT.04,electric,other,electric,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7th
52.5256,22.8937,38.4359,12.0986,33.8722,75.797,27.933000000000003,263.556,PT.04,3,PA.03,OWN.01,4,OT.04,electric,other,electric,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8th
104.663,29.38,9.1462,6.1215,23.410999999999998,63.1917,2.383,238.296,PT.04,4,PA.03,OWN.01,4,OT.04,other,electric,electric,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2th
126.12,32.7984,8.8036,5.565,12.775,63.7218,2.5231,252.30700000000002,PT.04,4,PA.03,OWN.01,4,OT.04,other,electric,electric,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3th
122.447,22.090999999999998,8.7799,12.3782,11.2633,82.5302,2.6211,262.111,PT.04,4,PA.03,OWN.01,4,OT.04,other,electric,electric,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4th
110.359,21.4146,46.3115,25.4989,45.3699,186.61,24.6784,460.24199999999996,PT.04,4,PA.03,OWN.01,4,OT.04,other,electric,electric,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5th
129.357,20.3075,11.3149,13.3112,2.767,96.9848,2.7681,276.811,PT.04,4,PA.03,OWN.01,4,OT.04,other,electric,electric,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,6th
37.4236,6.4460000000000015,16.5897,7.7159,12.0747,65.5022,10.5288,156.281,PT.04,4,PA.03,OWN.01,4,OT.04,other,electric,electric,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,7th
52.3476,27.9353,12.3161,13.7429,15.1979,49.94,5.9705,177.45,PT.04,2,PA.04,OWN.02,2,OT.06,other,other,electric,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,4th
53.9347,31.0501,11.1688,11.7905,9.8342,48.272,5.7119,171.762,PT.04,2,PA.04,OWN.02,2,OT.06,other,other,electric,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,5th
53.9208,33.6977,9.3084,11.3942,4.151,45.0117,4.8002,162.284,PT.04,2,PA.04,OWN.02,2,OT.06,other,other,electric,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,6th
55.8192,35.4222,5.5726,11.0049,1.2529,45.8536,1.6905,156.616,PT.04,2,PA.04,OWN.02,2,OT.06,other,other,electric,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,7th
18.8683,11.533,9.2827,10.9232,8.9011,34.9409,6.4867,100.936,PT.04,2,PA.04,OWN.02,2,OT.06,other,other,electric,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,8th
63.333999999999996,32.623000000000005,9.6712,5.665,34.5228,55.5465,2.0340000000000003,203.396,PT.04,3,PA.04,OWN.01,3,OT.04,other,electric,electric,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2th
79.9721,38.2442,6.1191,5.15,19.9315,47.122,1.9852,198.524,PT.04,3,PA.04,OWN.01,3,OT.04,other,electric,electric,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,3th
76.4292,37.1313,4.8124,4.944,3.1226,34.571999999999996,1.6264,162.638,PT.04,3,PA.04,OWN.01,3,OT.04,other,electric,electric,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,4th
74.5029,41.4132,47.9513,20.1152,50.5756,149.982,33.5509,418.092,PT.04,3,PA.04,OWN.01,3,OT.04,other,electric,electric,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,5th
75.8421,47.7531,12.5155,5.3409,7.3568,67.6608,5.7568,222.226,PT.04,3,PA.04,OWN.01,3,OT.04,other,electric,electric,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,6th
80.7877,51.3625,5.9239,4.3775,1.9733,59.0726,2.0555,205.553,PT.04,3,PA.04,OWN.01,3,OT.04,other,electric,electric,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,7th
91.8377,31.814,13.5402,4.532,13.8852,97.4438,3.4211,256.474,PT.04,3,PA.04,OWN.01,3,OT.04,other,electric,electric,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,8th
72.6998,44.5134,11.4691,6.4526,19.0196,91.5346,2.4817,248.171,PT.04,3,PA.04,OWN.01,3,OT.04,other,electric,electric,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,9th
51.8746,33.9221,38.9185,40.2699,78.994,110.111,15.1684,369.25800000000004,PT.02,3,PA.03,OWN.01,2,OT.05,other,electric,electric,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2th
56.8892,44.0944,32.6281,32.7183,62.6304,103.365,14.2536,346.579,PT.02,3,PA.03,OWN.01,2,OT.05,other,electric,electric,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3th
57.3517,43.818999999999996,26.9846,29.2142,34.1636,87.9661,12.8088,292.308,PT.02,3,PA.03,OWN.01,2,OT.05,other,electric,electric,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4th
70.1354,49.1835,57.0378,43.4679,55.07899999999999,156.836,36.4849,468.224,PT.02,3,PA.03,OWN.01,2,OT.05,other,electric,electric,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5th
44.8282,49.0406,13.5536,8.9227,7.5052,53.5366,6.3061,183.69299999999998,PT.02,3,PA.03,OWN.01,2,OT.05,other,electric,electric,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6th
90.8105,30.236,32.3587,13.263,23.1339,101.398,21.1201,312.32,PT.02,3,PA.03,OWN.01,2,OT.05,other,electric,electric,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7th
69.997,0.0,5.5772,8.8341,16.0282,33.5117,1.3503,135.298,PT.05,3,PA.02,OWN.02,1,OT.02,electric,electric,electric,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2th
63.6204,0.0,5.093999999999999,15.8338,13.8336,36.1948,1.3566,135.933,PT.05,3,PA.02,OWN.02,1,OT.02,electric,electric,electric,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3th
19.5077,0.0,9.2019,32.2903,11.6029,38.221,2.4148,113.23899999999999,PT.05,3,PA.02,OWN.02,1,OT.02,electric,electric,electric,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4th
22.3296,9.1309,15.1055,18.6362,13.8553,51.0751,7.5442,137.67700000000002,PT.05,3,PA.02,OWN.02,1,OT.02,electric,electric,electric,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5th
35.9386,21.3592,9.4073,14.0188,5.3725,47.3576,3.9218,137.376,PT.05,3,PA.02,OWN.02,1,OT.02,electric,electric,electric,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6th
39.7283,20.3207,10.2091,4.3775,5.5908,45.2201,4.2215,129.668,PT.05,3,PA.02,OWN.02,1,OT.02,electric,electric,electric,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,7th
59.8522,75.4327,0.0,0.0,0.0,0.0,21.5031,156.78799999999995,PT.05,3,PA.02,OWN.02,1,OT.02,electric,electric,electric,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,8th
11.9205,6.5967,2.6105,5.5,6.8359,12.3107,0.4898,48.9758,PT.04,2,PA.03,OWN.02,1,OT.03,electric,electric,electric,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2th
16.7562,12.8806,1.6263,5.0,4.9719,12.5689,0.5435,54.3474,PT.04,2,PA.03,OWN.02,1,OT.03,electric,electric,electric,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3th
14.9265,7.1109,18.2757,5.8842,16.2033,47.4436,13.9939,135.02700000000002,PT.04,2,PA.03,OWN.02,1,OT.03,electric,electric,electric,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5th
30.8001,30.5038,0.0,0.0,0.0,0.0,19.4911,80.795,PT.04,2,PA.03,OWN.02,1,OT.03,electric,electric,electric,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6th
33.2844,27.2048,0.0,0.0,0.0,0.0,11.3589,71.848,PT.04,2,PA.03,OWN.02,1,OT.03,electric,electric,electric,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7th
25.0556,25.7251,0.0,0.0,0.0,0.0,9.3933,60.174,PT.04,2,PA.03,OWN.02,1,OT.03,electric,electric,electric,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8th
