household_id,month,electricity_always_on,electricity_refrigeration,electricity_space_heating,electricity_water_heating,electricity_cooking,electricity_laundry,electricity_lighting,electricity_entertainment,electricity_electric_vehicle,electricity_pool_or_sauna,electricity_other,electricity_total,property_type,property_size,property_age,property_ownership,occupants,occupant_type,space_heating,water_heating,stove_heating,grill_heating,oven_heating,photo_voltaic,fridge,freezer,combi_fridge_freezer,oven,grill,hob,microwave,kettle,toaster,dishwasher,washing_machine,tumble_dryer,iron,tv,dvd_or_blueray,digital_tv_box,games_console,computer,tablet,electric_shower,ev_charger,swimming_pool,sauna
2253,3,79.9721,38.2442,0.0,0.0,6.1191,5.15,19.9315,47.122,0.0,0,1.9852,198.524,PT.04,PS.03,PA.04,OWN.01,OCC.03,OT.04,SH.01,WH.04,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
2253,4,76.4292,37.1313,0.0,0.0,4.8124,4.944,3.1226,34.571999999999996,0.0,0,1.6264,162.638,PT.04,PS.03,PA.04,OWN.01,OCC.03,OT.04,SH.01,WH.04,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
2253,5,74.5029,41.4132,0.0,0.0,47.9513,20.1152,50.5756,149.982,0.0,0,33.5509,418.092,PT.04,PS.03,PA.04,OWN.01,OCC.03,OT.04,SH.01,WH.04,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
2253,6,75.8421,47.7531,0.0,0.0,12.5155,5.3409,7.3568,67.6608,0.0,0,5.7568,222.226,PT.04,PS.03,PA.04,OWN.01,OCC.03,OT.04,SH.01,WH.04,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
2253,7,80.7877,51.3625,0.0,0.0,5.9239,4.3775,1.9733,59.0726,0.0,0,2.0555,205.553,PT.04,PS.03,PA.04,OWN.01,OCC.03,OT.04,SH.01,WH.04,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
2253,8,91.8377,31.814,0.0,0.0,13.5402,4.532,13.8852,97.4438,0.0,0,3.4211,256.474,PT.04,PS.03,PA.04,OWN.01,OCC.03,OT.04,SH.01,WH.04,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
2253,9,72.6998,44.5134,0.0,0.0,11.4691,6.4526,19.0196,91.5346,0.0,0,2.4817,248.171,PT.04,PS.03,PA.04,OWN.01,OCC.03,OT.04,SH.01,WH.04,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
2263,2,51.8746,33.9221,0.0,0.0,38.9185,40.2699,78.994,110.111,0.0,0,15.1684,369.25800000000004,PT.02,PS.03,PA.03,OWN.01,OCC.02,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2263,3,56.8892,44.0944,0.0,0.0,32.6281,32.7183,62.6304,103.365,0.0,0,14.2536,346.579,PT.02,PS.03,PA.03,OWN.01,OCC.02,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2263,4,57.3517,43.818999999999996,0.0,0.0,26.9846,29.2142,34.1636,87.9661,0.0,0,12.8088,292.308,PT.02,PS.03,PA.03,OWN.01,OCC.02,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2263,5,70.1354,49.1835,0.0,0.0,57.0378,43.4679,55.07899999999999,156.836,0.0,0,36.4849,468.224,PT.02,PS.03,PA.03,OWN.01,OCC.02,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2263,6,44.8282,49.0406,0.0,0.0,13.5536,8.9227,7.5052,53.5366,0.0,0,6.3061,183.69299999999998,PT.02,PS.03,PA.03,OWN.01,OCC.02,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2263,7,90.8105,30.236,0.0,0.0,32.3587,13.263,23.1339,101.398,0.0,0,21.1201,312.32,PT.02,PS.03,PA.03,OWN.01,OCC.02,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2272,2,69.997,0.0,0.0,0.0,5.5772,8.8341,16.0282,33.5117,0.0,0,1.3503,135.298,PT.05,PS.03,PA.02,OWN.02,OCC.01,OT.02,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2272,3,63.6204,0.0,0.0,0.0,5.093999999999999,15.8338,13.8336,36.1948,0.0,0,1.3566,135.933,PT.05,PS.03,PA.02,OWN.02,OCC.01,OT.02,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2272,4,19.5077,0.0,0.0,0.0,9.2019,32.2903,11.6029,38.221,0.0,0,2.4148,113.23899999999999,PT.05,PS.03,PA.02,OWN.02,OCC.01,OT.02,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2272,5,22.3296,9.1309,0.0,0.0,15.1055,18.6362,13.8553,51.0751,0.0,0,7.5442,137.67700000000002,PT.05,PS.03,PA.02,OWN.02,OCC.01,OT.02,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2272,6,35.9386,21.3592,0.0,0.0,9.4073,14.0188,5.3725,47.3576,0.0,0,3.9218,137.376,PT.05,PS.03,PA.02,OWN.02,OCC.01,OT.02,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2272,7,39.7283,20.3207,0.0,0.0,10.2091,4.3775,5.5908,45.2201,0.0,0,4.2215,129.668,PT.05,PS.03,PA.02,OWN.02,OCC.01,OT.02,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2272,8,59.8522,75.4327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.5031,156.78799999999998,PT.05,PS.03,PA.02,OWN.02,OCC.01,OT.02,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2299,2,11.9205,6.5967,2.7116,0.0,2.6105,5.5,6.8359,12.3107,0.0,0,0.4898,48.9758,PT.04,PS.02,PA.03,OWN.02,OCC.01,OT.03,SH.07,WH.05,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2299,3,16.7562,12.8806,0.0,0.0,1.6263,5.0,4.9719,12.5689,0.0,0,0.5435,54.3474,PT.04,PS.02,PA.03,OWN.02,OCC.01,OT.03,SH.07,WH.05,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2299,5,14.9265,7.1109,11.1893,0.0,18.2757,5.8842,16.2033,47.4436,0.0,0,13.9939,135.02700000000002,PT.04,PS.02,PA.03,OWN.02,OCC.01,OT.03,SH.07,WH.05,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2299,6,30.8001,30.5038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.4911,80.795,PT.04,PS.02,PA.03,OWN.02,OCC.01,OT.03,SH.07,WH.05,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2299,7,33.2844,27.2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.3589,71.848,PT.04,PS.02,PA.03,OWN.02,OCC.01,OT.03,SH.07,WH.05,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2299,8,25.0556,25.7251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.3933,60.174,PT.04,PS.02,PA.03,OWN.02,OCC.01,OT.03,SH.07,WH.05,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2299,9,0.21,0.3883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.2937,1.892,PT.04,PS.02,PA.03,OWN.02,OCC.01,OT.03,SH.07,WH.05,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2311,2,26.8172,0.0,0.0,0.0,47.7833,16.489,46.2179,45.0164,0.0,0,24.5575,206.88099999999997,PT.02,PS.03,PA.03,OWN.01,OCC.02,OT.03,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2311,3,32.6137,0.0,0.0,0.0,47.8311,19.0021,44.2152,48.7337,0.0,0,27.0339,219.43,PT.02,PS.03,PA.03,OWN.01,OCC.02,OT.03,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2311,4,33.5151,0.0,0.0,0.0,49.0133,19.4903,35.3936,51.4424,0.0,0,29.8175,218.672,PT.02,PS.03,PA.03,OWN.01,OCC.02,OT.03,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2311,5,32.7674,33.2189,0.0,0.0,38.8704,12.1277,22.195999999999998,42.5658,0.0,0,22.3757,204.122,PT.02,PS.03,PA.03,OWN.01,OCC.02,OT.03,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2311,6,32.7228,31.9588,0.0,0.0,38.139,13.7333,17.8316,43.1808,0.0,0,23.3116,200.878,PT.02,PS.03,PA.03,OWN.01,OCC.02,OT.03,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2311,7,32.6652,34.2946,0.0,0.0,38.1042,15.2131,18.2777,44.3814,0.0,0,23.9207,206.857,PT.02,PS.03,PA.03,OWN.01,OCC.02,OT.03,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2311,8,40.273,21.8257,0.0,0.0,37.7613,8.5895,23.0187,42.7153,0.0,0,23.1924,197.37599999999998,PT.02,PS.03,PA.03,OWN.01,OCC.02,OT.03,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2311,9,2.2288,10.1201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.5321,14.880999999999998,PT.02,PS.03,PA.03,OWN.01,OCC.02,OT.03,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2320,7,47.94,31.6334,0.0,0.0,2.6228,4.25,0.8249,14.8108,0.0,0,1.0311,103.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2320,8,17.6423,11.8271,0.0,0.0,4.8775,4.4,4.6288,19.3481,0.0,0,3.0503,65.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2329,2,139.66899999999998,35.8457,0.0,0.0,13.1203,4.664,57.7519,87.3678,0.0,0,3.4184,341.837,PT.05,PS.04,PA.03,OWN.01,OCC.04,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
2329,3,145.49,40.9318,0.0,0.0,17.8251,4.24,57.3534,103.495,0.0,0,3.7307,373.066,PT.05,PS.04,PA.03,OWN.01,OCC.04,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
2329,4,152.843,47.0881,0.0,0.0,16.7581,4.0704,29.67,99.5931,0.0,0,3.5356,353.55800000000005,PT.05,PS.04,PA.03,OWN.01,OCC.04,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
2329,5,148.415,46.5228,0.0,0.0,93.6741,32.4487,96.7661,272.64099999999996,0.0,0,58.5283,748.9960000000001,PT.05,PS.04,PA.03,OWN.01,OCC.04,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
2329,6,164.938,50.1488,0.0,0.0,23.2324,3.7312,12.5784,115.056,0.0,0,7.2679,376.95300000000003,PT.05,PS.04,PA.03,OWN.01,OCC.04,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
2329,7,202.30900000000003,39.2213,0.0,0.0,25.1561,6.0042,14.593,130.507,0.0,0,8.5862,426.376,PT.05,PS.04,PA.03,OWN.01,OCC.04,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
2329,8,103.323,64.3564,0.0,0.0,10.1283,3.7312,12.5305,76.7696,0.0,0,2.7358,273.575,PT.05,PS.04,PA.03,OWN.01,OCC.04,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
2353,7,18.8568,14.5808,0.0,0.0,19.5874,7.8351,11.0886,50.4966,0.0,0,16.1627,138.608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353,8,111.0,14.2243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.1483,129.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2374,2,10.4764,0.0,0.0,0.0,11.0683,3.685,9.3554,12.204,0.0,0,5.4918,52.2809,PT.02,PS.02,PA.01,OWN.02,OCC.02,OT.03,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2374,3,41.9493,0.0,0.0,0.0,35.2446,7.1948,29.0022,31.3891,0.0,0,20.4279,165.208,PT.02,PS.02,PA.01,OWN.02,OCC.02,OT.03,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2382,2,35.114000000000004,25.0362,0.0,0.0,13.7802,25.361,48.4236,69.2287,0.0,0,2.1913,219.135,PT.04,PS.04,PA.03,OWN.01,OCC.02,OT.03,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2382,3,43.9647,30.0651,0.0,0.0,10.5108,42.8942,42.7088,76.0699,0.0,0,2.487,248.701,PT.04,PS.04,PA.03,OWN.01,OCC.02,OT.03,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2382,4,36.2334,27.8686,0.0,0.0,15.4248,44.4498,28.5293,78.9007,0.0,0,5.5882,236.995,PT.04,PS.04,PA.03,OWN.01,OCC.02,OT.03,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2382,5,23.6182,10.0222,0.0,0.0,2.4374,10.5371,3.9374,22.5181,0.0,0,0.7381,73.8085,PT.04,PS.04,PA.03,OWN.01,OCC.02,OT.03,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2382,6,30.6828,16.4644,0.0,0.0,3.8408,5.6683,2.5462,28.2606,0.0,0,0.92,88.383,PT.04,PS.04,PA.03,OWN.01,OCC.02,OT.03,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2382,7,35.1763,50.575,0.0,0.0,20.0713,4.505,15.3242,95.2857,0.0,0,11.0555,231.993,PT.04,PS.04,PA.03,OWN.01,OCC.02,OT.03,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2382,8,0.4266,1.2276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.3288,5.983,PT.04,PS.04,PA.03,OWN.01,OCC.02,OT.03,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2403,2,96.43700000000001,0.0,0.0,0.0,49.1625,7.1802,45.4416,46.0031,0.0,0,29.0712,273.296,PT.02,PS.02,PA.02,OWN.01,OCC.01,OT.06,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2403,3,87.0371,0.0,0.0,0.0,50.2135,11.3985,44.7519,50.8819,0.0,0,33.6619,277.945,PT.02,PS.02,PA.02,OWN.01,OCC.01,OT.06,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2403,4,70.4054,0.0,0.0,0.0,48.6535,14.5783,34.912,50.6845,0.0,0,34.9374,254.171,PT.02,PS.02,PA.02,OWN.01,OCC.01,OT.06,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2403,5,74.85300000000001,61.5992,0.0,0.0,33.0391,11.4633,15.655999999999999,36.4855,0.0,0,20.7533,253.84900000000002,PT.02,PS.02,PA.02,OWN.01,OCC.01,OT.06,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2403,6,67.4094,53.4313,0.0,0.0,22.5698,4.4,6.4262,26.3018,0.0,0,14.2164,194.755,PT.02,PS.02,PA.02,OWN.01,OCC.01,OT.06,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2403,7,76.9727,58.3908,0.0,0.0,34.2734,13.2379,11.2762,38.3042,0.0,0,21.4529,253.908,PT.02,PS.02,PA.02,OWN.01,OCC.01,OT.06,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2403,8,66.164,43.9739,0.0,0.0,44.702,12.1735,24.4712,47.7338,0.0,0,29.8746,269.093,PT.02,PS.02,PA.02,OWN.01,OCC.01,OT.06,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2403,9,54.93,53.4717,0.0,0.0,17.6213,3.3809,7.6192,18.4568,0.0,0,7.6192,163.099,PT.02,PS.02,PA.02,OWN.01,OCC.01,OT.06,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2412,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,PT.05,PS.02,PA.02,OWN.02,OCC.01,OT.02,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2412,3,49.4105,26.1388,0.0,0.0,35.826,5.5228,54.4836,86.5133,0.0,0,21.9339,279.829,PT.05,PS.02,PA.02,OWN.02,OCC.01,OT.02,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2412,4,32.6082,16.0715,0.0,0.0,14.4232,4.8,16.032,38.760999999999996,0.0,0,8.4864,131.18200000000002,PT.05,PS.02,PA.02,OWN.02,OCC.01,OT.02,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
