electricity_space_heating,electricity_water_heating,electricity_electric_vehicle,electricity_pool_or_sauna,month,property_type,property_size,property_age,property_ownership,occupants,occupant_type,space_heating,water_heating,stove_heating,grill_heating,oven_heating,photo_voltaic,fridge,freezer,combi_fridge_freezer,oven,grill,hob,microwave,kettle,toaster,dishwasher,washing_machine,tumble_dryer,iron,tv,dvd_or_blueray,digital_tv_box,games_console,computer,tablet,electric_shower,ev_charger,swimming_pool,sauna
0.0,0.0,0.0,0.0,8th,PT.02,4.0,PA.01,OWN.01,2.0,OT.03,other,other,electric,electric,electric,SOL.02,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,9th,PT.02,4.0,PA.01,OWN.01,2.0,OT.03,other,other,electric,electric,electric,SOL.02,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,10th,PT.02,4.0,PA.01,OWN.01,2.0,OT.03,other,other,electric,electric,electric,SOL.02,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,10th,PT.02,4.0,PA.01,OWN.01,2.0,OT.03,other,other,electric,electric,electric,SOL.02,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,11th,PT.02,4.0,PA.01,OWN.01,2.0,OT.03,other,other,electric,electric,electric,SOL.02,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,11th,PT.02,4.0,PA.01,OWN.01,2.0,OT.03,other,other,electric,electric,electric,SOL.02,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,12th,PT.02,4.0,PA.01,OWN.01,2.0,OT.03,other,other,electric,electric,electric,SOL.02,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,10th,,,,,,,other,other,other,other,other,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,0.0,0.0,11th,,,,,,,other,other,other,other,other,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,0.0,0.0,12th,,,,,,,other,other,other,other,other,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,0.0,0.0,1th,PT.04,3.0,PA.02,OWN.01,4.0,OT.05,other,other,other,electric,electric,SOL.02,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2th,PT.04,3.0,PA.02,OWN.01,4.0,OT.05,other,other,other,electric,electric,SOL.02,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3th,PT.04,3.0,PA.02,OWN.01,4.0,OT.05,other,other,other,electric,electric,SOL.02,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,4th,PT.04,3.0,PA.02,OWN.01,4.0,OT.05,other,other,other,electric,electric,SOL.02,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,5th,PT.04,3.0,PA.02,OWN.01,4.0,OT.05,other,other,other,electric,electric,SOL.02,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,6th,PT.04,3.0,PA.02,OWN.01,4.0,OT.05,other,other,other,electric,electric,SOL.02,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7th,PT.04,3.0,PA.02,OWN.01,4.0,OT.05,other,other,other,electric,electric,SOL.02,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,8th,PT.04,3.0,PA.02,OWN.01,4.0,OT.05,other,other,other,electric,electric,SOL.02,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,9th,PT.04,3.0,PA.02,OWN.01,4.0,OT.05,other,other,other,electric,electric,SOL.02,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,10th,PT.04,3.0,PA.02,OWN.01,4.0,OT.05,other,other,other,electric,electric,SOL.02,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,11th,PT.04,3.0,PA.02,OWN.01,4.0,OT.05,other,other,other,electric,electric,SOL.02,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,12th,PT.04,3.0,PA.02,OWN.01,4.0,OT.05,other,other,other,electric,electric,SOL.02,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1th,PT.02,4.0,PA.02,OWN.01,5.0,OT.04,other,other,other,electric,electric,SOL.02,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2th,PT.02,4.0,PA.02,OWN.01,5.0,OT.04,other,other,other,electric,electric,SOL.02,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3th,PT.02,4.0,PA.02,OWN.01,5.0,OT.04,other,other,other,electric,electric,SOL.02,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,4th,PT.02,4.0,PA.02,OWN.01,5.0,OT.04,other,other,other,electric,electric,SOL.02,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,5th,PT.02,4.0,PA.02,OWN.01,5.0,OT.04,other,other,other,electric,electric,SOL.02,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,6th,PT.02,4.0,PA.02,OWN.01,5.0,OT.04,other,other,other,electric,electric,SOL.02,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7th,PT.02,4.0,PA.02,OWN.01,5.0,OT.04,other,other,other,electric,electric,SOL.02,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,8th,PT.02,4.0,PA.02,OWN.01,5.0,OT.04,other,other,other,electric,electric,SOL.02,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,9th,PT.02,4.0,PA.02,OWN.01,5.0,OT.04,other,other,other,electric,electric,SOL.02,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,10th,PT.02,4.0,PA.02,OWN.01,5.0,OT.04,other,other,other,electric,electric,SOL.02,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,10th,PT.02,4.0,PA.02,OWN.01,5.0,OT.04,other,other,other,electric,electric,SOL.02,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,11th,PT.02,4.0,PA.02,OWN.01,5.0,OT.04,other,other,other,electric,electric,SOL.02,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,11th,PT.02,4.0,PA.02,OWN.01,5.0,OT.04,other,other,other,electric,electric,SOL.02,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,12th,PT.02,4.0,PA.02,OWN.01,5.0,OT.04,other,other,other,electric,electric,SOL.02,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0
0.0,87.0657,1084.03,0.0,1th,PT.02,4.0,PA.01,OWN.01,5.0,OT.04,other,electric,electric,electric,other,SOL.01,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
0.0,47.6103,727.008,0.0,2th,PT.02,4.0,PA.01,OWN.01,5.0,OT.04,other,electric,electric,electric,other,SOL.01,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
0.0,22.7992,552.132,0.0,3th,PT.02,4.0,PA.01,OWN.01,5.0,OT.04,other,electric,electric,electric,other,SOL.01,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
0.0,12.0453,287.441,0.0,4th,PT.02,4.0,PA.01,OWN.01,5.0,OT.04,other,electric,electric,electric,other,SOL.01,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
0.0,7.0817,329.927,0.0,5th,PT.02,4.0,PA.01,OWN.01,5.0,OT.04,other,electric,electric,electric,other,SOL.01,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
0.0,4.7831,199.852,0.0,6th,PT.02,4.0,PA.01,OWN.01,5.0,OT.04,other,electric,electric,electric,other,SOL.01,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
0.0,2.9057,0.0,0.0,7th,PT.02,4.0,PA.01,OWN.01,5.0,OT.04,other,electric,electric,electric,other,SOL.01,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
0.0,4.1433,118.121,0.0,8th,PT.02,4.0,PA.01,OWN.01,5.0,OT.04,other,electric,electric,electric,other,SOL.01,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
0.0,9.1473,374.528,0.0,9th,PT.02,4.0,PA.01,OWN.01,5.0,OT.04,other,electric,electric,electric,other,SOL.01,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
0.0,16.3149,589.196,0.0,10th,PT.02,4.0,PA.01,OWN.01,5.0,OT.04,other,electric,electric,electric,other,SOL.01,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
0.0,14.6096,342.199,0.0,10th,PT.02,4.0,PA.01,OWN.01,5.0,OT.04,other,electric,electric,electric,other,SOL.01,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
0.0,14.6096,342.199,0.0,11th,PT.02,4.0,PA.01,OWN.01,5.0,OT.04,other,electric,electric,electric,other,SOL.01,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
0.0,33.5993,908.902,0.0,11th,PT.02,4.0,PA.01,OWN.01,5.0,OT.04,other,electric,electric,electric,other,SOL.01,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
0.0,60.7074,896.013,0.0,12th,PT.02,4.0,PA.01,OWN.01,5.0,OT.04,other,electric,electric,electric,other,SOL.01,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
0.0,44.5526,618.339,0.0,12th,PT.02,4.0,PA.01,OWN.01,5.0,OT.04,other,electric,electric,electric,other,SOL.01,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1th,PT.01,3.0,PA.02,OWN.01,2.0,OT.02,other,other,electric,electric,electric,SOL.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2th,PT.01,3.0,PA.02,OWN.01,2.0,OT.02,other,other,electric,electric,electric,SOL.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3th,PT.01,3.0,PA.02,OWN.01,2.0,OT.02,other,other,electric,electric,electric,SOL.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,4th,PT.01,3.0,PA.02,OWN.01,2.0,OT.02,other,other,electric,electric,electric,SOL.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,10th,PT.05,4.0,PA.03,OWN.01,2.0,OT.02,other,other,other,electric,electric,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,11th,PT.05,4.0,PA.03,OWN.01,2.0,OT.02,other,other,other,electric,electric,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,12th,PT.05,4.0,PA.03,OWN.01,2.0,OT.02,other,other,other,electric,electric,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,10th,PT.06,2.0,PA.02,OWN.01,1.0,OT.02,other,other,other,electric,electric,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,11th,PT.06,2.0,PA.02,OWN.01,1.0,OT.02,other,other,other,electric,electric,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,10th,PT.02,4.0,PA.03,OWN.01,2.0,OT.02,other,other,electric,electric,electric,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,11th,PT.02,4.0,PA.03,OWN.01,2.0,OT.02,other,other,electric,electric,electric,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,12th,PT.02,4.0,PA.03,OWN.01,2.0,OT.02,other,other,electric,electric,electric,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1th,PT.05,2.0,PA.02,OWN.02,1.0,OT.02,other,other,other,electric,electric,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2th,PT.05,2.0,PA.02,OWN.02,1.0,OT.02,other,other,other,electric,electric,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3th,PT.05,2.0,PA.02,OWN.02,1.0,OT.02,other,other,other,electric,electric,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7th,PT.05,2.0,PA.02,OWN.02,1.0,OT.02,other,other,other,electric,electric,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,8th,PT.05,2.0,PA.02,OWN.02,1.0,OT.02,other,other,other,electric,electric,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,9th,PT.05,2.0,PA.02,OWN.02,1.0,OT.02,other,other,other,electric,electric,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,10th,PT.05,2.0,PA.02,OWN.02,1.0,OT.02,other,other,other,electric,electric,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,10th,PT.05,2.0,PA.02,OWN.02,1.0,OT.02,other,other,other,electric,electric,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
