,electricity_always_on,electricity_refrigeration,electricity_space_heating,electricity_water_heating,electricity_cooking,electricity_laundry,electricity_lighting,electricity_entertainment,electricity_electric_vehicle,electricity_pool_or_sauna,electricity_other,electricity_total,property_type,property_size,property_age,property_ownership,occupants,occupant_type,space_heating,water_heating,stove_heating,grill_heating,oven_heating,photo_voltaic,fridge,freezer,combi_fridge_freezer,oven,grill,hob,microwave,kettle,toaster,dishwasher,washing_machine,tumble_dryer,iron,tv,dvd_or_blueray,digital_tv_box,games_console,computer,tablet,electric_shower,ev_charger,month
527,23.8681,51.4139,0.0,0.0,7.9804,17.8678,17.7944,25.6029,0.0,0,32.0044,176.532,PT.05,PS.03,PA.03,OWN.02,OCC.03,OT.02,SH.01,WH.01,STH.01,GH.01,OH.01,SOL.02,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,6
528,21.7498,53.4617,0.0,0.0,6.3019,10.1264,14.5476,16.4501,0.0,0,21.6836,144.321,PT.05,PS.03,PA.03,OWN.02,OCC.03,OT.02,SH.01,WH.01,STH.01,GH.01,OH.01,SOL.02,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,7
529,5.0148,17.6576,0.0,0.0,3.8541,12.968,12.8906,13.0747,0.0,0,19.7952,85.255,PT.05,PS.03,PA.03,OWN.02,OCC.03,OT.02,SH.01,WH.01,STH.01,GH.01,OH.01,SOL.02,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,8
530,36.2447,0.0,0.0,0.0,22.7245,3.3768,8.4157,24.5646,92.1373,0,9.4357,196.899,PT.02,PS.02,PA.02,OWN.01,OCC.03,OT.04,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4
531,23.2895,19.2974,0.0,0.0,11.2924,3.2361,1.5104,13.3776,59.5758,0,3.037,134.616,PT.02,PS.02,PA.02,OWN.01,OCC.03,OT.04,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5
532,20.1867,26.2006,0.0,0.0,12.3401,3.0954,1.1181,15.5741,66.8733,0,4.0917,149.48,PT.02,PS.02,PA.02,OWN.01,OCC.03,OT.04,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6
533,21.4912,19.4359,0.0,0.0,12.1173,12.5617,1.178,16.2501,70.2958,0,4.1529,157.483,PT.02,PS.02,PA.02,OWN.01,OCC.03,OT.04,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7
534,6.1887,6.3859,0.0,0.0,1.1336,3.0954,0.4391,13.068,8.432,0,0.3913,39.134,PT.02,PS.02,PA.02,OWN.01,OCC.03,OT.04,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8
535,25.2853,12.6159,0.0,0.0,36.6052,27.3263,43.1359,133.83700000000002,0.0,0,23.9418,302.747,PT.04,PS.04,PA.04,OWN.01,OCC.02,OT.02,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,5
536,40.3887,17.7624,0.0,0.0,7.5728,6.3413,5.5967,50.0202,0.0,0,2.6869,130.369,PT.04,PS.04,PA.04,OWN.01,OCC.02,OT.02,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,6
537,47.6596,24.0559,0.0,0.0,2.7621,2.7030000000000003,1.15,18.4785,0.0,0,0.9779,97.787,PT.04,PS.04,PA.04,OWN.01,OCC.02,OT.02,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,7
538,32.9974,27.5474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14.1422,74.687,PT.04,PS.04,PA.04,OWN.01,OCC.02,OT.02,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,8
539,28.0473,0.0,0.0,0.0,48.5287,8.7085,46.9624,49.4653,0.0,0,25.2893,207.002,PT.02,PS.03,PA.02,OWN.01,OCC.04,OT.02,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2
540,95.6918,0.0,0.0,0.0,150.85399999999996,33.2704,139.774,165.655,0.0,0,87.1275,672.372,PT.02,PS.03,PA.02,OWN.01,OCC.04,OT.02,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3
541,63.7532,0.0,0.0,0.0,70.4969,16.2824,50.3838,79.8644,0.0,0,42.1491,322.93,PT.02,PS.03,PA.02,OWN.01,OCC.04,OT.02,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4
542,65.2232,79.1376,0.0,0.0,41.4092,38.6344,16.1298,52.5508,0.0,0,16.3773,309.462,PT.02,PS.03,PA.02,OWN.01,OCC.04,OT.02,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5
543,64.4176,57.2473,0.0,0.0,48.684,39.2357,16.9213,62.1936,0.0,0,25.4925,314.192,PT.02,PS.03,PA.02,OWN.01,OCC.04,OT.02,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6
544,67.8179,39.6489,0.0,0.0,46.9633,41.4015,18.0486,61.5175,0.0,0,26.2783,301.676,PT.02,PS.03,PA.02,OWN.01,OCC.04,OT.02,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7
545,18.402,8.5421,0.0,0.0,40.2361,21.8353,26.0662,48.3932,0.0,0,26.2331,189.708,PT.02,PS.03,PA.02,OWN.01,OCC.04,OT.02,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,8
546,18.2331,12.3936,0.0,0.0,0.4816,5.665,3.0739,16.4076,0.0,0,0.5682,56.823,PT.02,PS.03,PA.02,OWN.02,OCC.03,OT.02,SH.01,WH.01,STH.01,GH.01,OH.01,SOL.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2
547,143.71200000000005,84.119,0.0,0.0,12.0037,39.6981,69.4462,87.5043,0.0,0,32.665,469.148,PT.02,PS.03,PA.02,OWN.02,OCC.03,OT.02,SH.01,WH.01,STH.01,GH.01,OH.01,SOL.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3
548,104.191,87.1805,0.0,0.0,16.1187,38.4976,45.1363,82.4058,0.0,0,34.7179,408.2480000000001,PT.02,PS.03,PA.02,OWN.02,OCC.03,OT.02,SH.01,WH.01,STH.01,GH.01,OH.01,SOL.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4
549,115.48,94.769,0.0,0.0,18.7157,42.1065,39.0235,90.8495,0.0,0,39.411,440.355,PT.02,PS.03,PA.02,OWN.02,OCC.03,OT.02,SH.01,WH.01,STH.01,GH.01,OH.01,SOL.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5
550,124.031,89.3627,0.0,0.0,20.6262,47.8785,32.0585,97.8021,0.0,0,44.5054,456.264,PT.02,PS.03,PA.02,OWN.02,OCC.03,OT.02,SH.01,WH.01,STH.01,GH.01,OH.01,SOL.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6
551,81.8309,52.7292,0.0,0.0,20.6572,54.6769,49.957,134.244,0.0,0,78.983,473.078,PT.02,PS.03,PA.02,OWN.02,OCC.03,OT.02,SH.01,WH.01,STH.01,GH.01,OH.01,SOL.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7
552,31.7693,21.3904,0.0,0.0,7.411,16.6583,22.4227,41.7164,0.0,0,22.567,163.935,PT.02,PS.03,PA.02,OWN.02,OCC.03,OT.02,SH.01,WH.01,STH.01,GH.01,OH.01,SOL.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8
553,27.7379,26.4128,0.0,0.0,33.382,20.6747,36.1632,27.0529,0.0,0,14.9267,186.35,PT.01,PS.04,PA.01,OWN.01,OCC.04,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,4.0,3.0,2.0,0.0,2
554,128.564,104.692,0.0,0.0,123.436,40.9774,125.878,111.058,0.0,0,65.501,700.1080000000002,PT.01,PS.04,PA.01,OWN.01,OCC.04,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,4.0,3.0,2.0,0.0,3
555,172.355,103.425,0.0,0.0,108.454,34.7227,78.5996,101.118,0.0,0,58.3628,657.038,PT.01,PS.04,PA.01,OWN.01,OCC.04,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,4.0,3.0,2.0,0.0,4
556,202.307,104.638,0.0,0.0,101.387,30.8127,57.9716,98.3554,0.0,0,55.9651,651.437,PT.01,PS.04,PA.01,OWN.01,OCC.04,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,4.0,3.0,2.0,0.0,5
557,180.725,115.149,0.0,0.0,93.8916,34.8903,39.8955,95.0348,0.0,0,55.0399,614.626,PT.01,PS.04,PA.01,OWN.01,OCC.04,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,4.0,3.0,2.0,0.0,6
558,94.062,96.1746,0.0,0.0,32.9916,9.2402,8.7556,34.9619,0.0,0,15.93,292.116,PT.01,PS.04,PA.01,OWN.01,OCC.04,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,4.0,3.0,2.0,0.0,7
559,52.1691,27.3126,0.0,0.0,109.757,50.6654,88.228,121.467,0.0,0,86.5766,536.175,PT.01,PS.04,PA.01,OWN.01,OCC.04,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,4.0,3.0,2.0,0.0,8
560,82.3655,50.4129,0.0,0.0,58.3419,15.7074,44.9908,56.7458,0.0,0,34.4267,342.991,PT.01,PS.04,PA.01,OWN.01,OCC.04,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,4.0,3.0,2.0,0.0,9
561,26.1225,0.0,0.0,0.0,22.7718,4.0798,21.942,19.7986,0.0,0,12.6823,107.397,PT.02,PS.03,PA.02,OWN.01,OCC.03,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,2
562,55.9676,0.0,0.0,0.0,60.6815,15.6915,56.2277,57.3087,0.0,0,38.4675,284.345,PT.02,PS.03,PA.02,OWN.01,OCC.03,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,3
563,69.5954,0.0,0.0,0.0,75.6044,22.8006,55.9145,73.7959,0.0,0,50.7091,348.42,PT.02,PS.03,PA.02,OWN.01,OCC.03,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,4
564,73.3369,33.47,0.0,0.0,61.2593,29.2777,36.402,61.5257,0.0,0,39.3467,334.61800000000005,PT.02,PS.03,PA.02,OWN.01,OCC.03,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,5
565,71.4106,38.3192,0.0,0.0,56.7554,25.9393,27.6714,59.0148,0.0,0,37.9964,317.107,PT.02,PS.03,PA.02,OWN.01,OCC.03,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,6
566,63.5434,34.1295,0.0,0.0,52.8786,21.5326,27.4138,56.3547,0.0,0,36.9474,292.8,PT.02,PS.03,PA.02,OWN.01,OCC.03,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,7
567,29.3074,24.1509,0.0,0.0,39.0984,13.5196,25.5451,40.5194,0.0,0,27.3002,199.441,PT.02,PS.03,PA.02,OWN.01,OCC.03,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,8
568,29.3969,13.1777,0.0,0.0,28.3796,12.2534,20.7525,28.4997,0.0,0,18.4943,150.954,PT.02,PS.03,PA.02,OWN.01,OCC.03,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,9
569,9.6239,0.0,0.0,0.0,1.3933,5.665,1.7034,13.0217,0.0,0,0.3166,31.7238,PT.02,PS.03,PA.03,OWN.01,OCC.02,OT.06,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,2
570,45.9144,0.0,0.0,0.0,22.1695,5.15,22.1908,23.8207,0.0,0,13.6959,132.941,PT.02,PS.03,PA.03,OWN.01,OCC.02,OT.06,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,3
571,43.9139,0.0,0.0,0.0,35.0179,10.2296,27.4629,38.2804,0.0,0,24.6086,179.513,PT.02,PS.03,PA.03,OWN.01,OCC.02,OT.06,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,4
572,43.5492,13.8375,0.0,0.0,25.1364,9.2492,15.8714,28.8109,0.0,0,17.1122,153.567,PT.02,PS.03,PA.03,OWN.01,OCC.02,OT.06,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,5
573,39.0924,29.0207,0.0,0.0,17.0535,5.2596,6.8967,20.8899,0.0,0,11.0432,129.256,PT.02,PS.03,PA.03,OWN.01,OCC.02,OT.06,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,6
574,29.8537,19.617,0.0,0.0,4.6142,5.3189,10.1444,22.3417,0.0,0,13.781,105.671,PT.02,PS.03,PA.03,OWN.01,OCC.02,OT.06,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,7
575,45.9488,11.3479,0.0,0.0,6.8114,9.8446,20.693,34.1169,0.0,0,21.9104,150.673,PT.02,PS.03,PA.03,OWN.01,OCC.02,OT.06,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,8
576,30.2237,18.2642,0.0,0.0,4.2236,2.2714,9.9963,15.8133,0.0,0,8.5735,89.366,PT.02,PS.03,PA.03,OWN.01,OCC.02,OT.06,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,9
577,10.1018,12.6233,0.0,0.0,20.3732,14.0834,18.7535,21.4564,0.0,0,10.759,108.151,PT.01,PS.02,PA.01,OWN.01,OCC.02,OT.02,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2
578,29.4234,35.5682,0.0,0.0,52.8092,37.1107,46.4781,60.2422,0.0,0,31.2706,292.902,PT.01,PS.02,PA.01,OWN.01,OCC.02,OT.02,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3
579,32.0806,35.6199,0.0,0.0,53.6682,38.7675,36.2322,62.91,0.0,0,33.9101,293.188,PT.01,PS.02,PA.01,OWN.01,OCC.02,OT.02,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4
580,34.4075,31.4909,0.0,0.0,58.2486,30.6741,35.658,69.5449,0.0,0,39.8807,299.905,PT.01,PS.02,PA.01,OWN.01,OCC.02,OT.02,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5
581,41.6217,32.6517,0.0,0.0,46.3089,30.5283,22.321,57.8346,0.0,0,31.8129,263.079,PT.01,PS.02,PA.01,OWN.01,OCC.02,OT.02,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6
582,143.618,35.1871,0.0,0.0,54.9564,33.4948,20.5924,74.1758,0.0,0,34.9139,396.9380000000001,PT.01,PS.02,PA.01,OWN.01,OCC.02,OT.02,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7
583,33.2112,9.5389,0.0,0.0,11.9091,6.0105,5.7374,15.8175,0.0,0,6.9864,89.211,PT.01,PS.02,PA.01,OWN.01,OCC.02,OT.02,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,8
584,6.4501,0.0,0.0,0.0,7.8248,3.498,8.1585,13.8898,0.0,0,2.7963,42.6175,PT.04,PS.04,PA.04,OWN.01,OCC.01,OT.02,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2
585,17.0728,0.0,0.0,0.0,18.1515,3.1856,17.8545,17.046,0.0,0,9.8465,83.1569,PT.04,PS.04,PA.04,OWN.01,OCC.01,OT.02,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3
586,31.3529,0.0,0.0,0.0,31.2749,14.8742,23.0833,30.3699,0.0,0,17.5156,148.471,PT.04,PS.04,PA.04,OWN.01,OCC.01,OT.02,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4
587,25.389,22.5283,0.0,0.0,16.2834,8.262,8.2045,16.3986,0.0,0,7.3483,104.414,PT.04,PS.04,PA.04,OWN.01,OCC.01,OT.02,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5
588,21.2715,18.1352,0.0,0.0,19.4593,5.1667,9.0375,20.3282,0.0,0,11.2647,104.663,PT.04,PS.04,PA.04,OWN.01,OCC.01,OT.02,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,6
589,32.194,32.8414,0.0,0.0,27.0449,7.6038,12.2805,29.1928,0.0,0,15.6166,156.774,PT.04,PS.04,PA.04,OWN.01,OCC.01,OT.02,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,7
590,11.8223,11.4973,0.0,0.0,25.181,6.981,17.1167,26.1351,0.0,0,16.1836,114.917,PT.04,PS.04,PA.04,OWN.01,OCC.01,OT.02,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,8
591,4.7393,7.5605,0.0,0.0,21.1092,5.6148,18.9426,19.2474,0.0,0,12.6638,89.8777,PT.04,PS.03,PA.02,OWN.02,OCC.04,OT.04,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,2
592,41.5474,31.2911,0.0,0.0,82.7608,28.4214,71.2209,80.8602,0.0,0,52.4018,388.504,PT.04,PS.03,PA.02,OWN.02,OCC.04,OT.04,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,3
593,46.2519,35.4603,0.0,0.0,85.4858,27.5966,59.1972,86.0562,0.0,0,56.9739,397.022,PT.04,PS.03,PA.02,OWN.02,OCC.04,OT.04,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,4
