,household_id,month,electricity_always_on,electricity_refrigeration,electricity_space_heating,electricity_water_heating,electricity_cooking,electricity_laundry,electricity_lighting,electricity_entertainment,electricity_electric_vehicle,electricity_pool_or_sauna,electricity_other,electricity_total,property_type,property_size,property_age,property_ownership,occupants,occupant_type,space_heating,water_heating,stove_heating,grill_heating,oven_heating,photo_voltaic,fridge,freezer,combi_fridge_freezer,oven,grill,hob,microwave,kettle,toaster,dishwasher,washing_machine,tumble_dryer,iron,tv,dvd_or_blueray,digital_tv_box,games_console,computer,tablet,electric_shower,ev_charger,swimming_pool,sauna
11,128,5,29.670622103637136,10.67006038477742,0.0,0.0,8.02099424238169,4.982586715348968,9.08060665636849,34.25480971773627,0.0,0.0,3.320601039179891,100.0,PT.04,PS.04,PA.03,OWN.01,OCC.05,OT.04,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
12,128,7,40.7115200621898,12.680739101835798,0.0,0.0,6.448080487950728,2.1214793996292536,1.425731029121569,35.61247981821444,0.0,0.0,0.9999701010584225,100.0,PT.04,PS.04,PA.03,OWN.01,OCC.05,OT.04,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
13,128,4,36.55231121557283,10.880190441752546,0.0,0.0,5.817212077382028,3.832941601880311,10.331615741577775,31.5857590550232,0.0,0.0,0.999969866811306,100.0,PT.04,PS.04,PA.03,OWN.01,OCC.05,OT.04,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
14,128,3,33.438649865356545,13.338952042263653,0.0,0.0,3.799343570346921,3.6316045525246503,15.688463146065876,29.102651071323344,0.0,0.0,0.9999931479159386,100.0,PT.04,PS.04,PA.03,OWN.01,OCC.05,OT.04,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
15,128,6,39.410400195047195,11.156002925707917,0.0,0.0,6.528995855247118,3.248928981923304,4.133816307338651,33.22803106823169,0.0,0.0,2.2938246665041273,100.0,PT.04,PS.04,PA.03,OWN.01,OCC.05,OT.04,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
16,128,8,61.21304859342656,20.704999329848544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.081952076724896,100.0,PT.04,PS.04,PA.03,OWN.01,OCC.05,OT.04,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
17,128,9,28.434389199267258,10.020404571145457,0.0,0.0,8.981661962098345,3.468516333435464,9.966622554548001,37.156202533295954,0.0,0.0,1.9722028462095083,100.0,PT.04,PS.04,PA.03,OWN.01,OCC.05,OT.04,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
18,139,8,17.765580854246302,6.9011966096061155,0.0,0.0,13.220209406681068,4.442163869037726,12.0,35.22070799401695,0.0,0.0,10.450224364301146,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,139,9,20.18865492553403,13.62697882612109,0.0,0.0,10.084718951031743,5.390140729543829,12.107662202224018,31.686176632568163,0.0,0.0,6.9156677329771155,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,139,7,22.248499633729175,12.194466286282655,0.0,0.0,10.98409242121817,4.775902739974596,8.000026882262413,33.283802764840694,0.0,0.0,8.513343683004363,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,143,8,49.25894392844857,48.753869969040245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9871861025111799,100.0,PT.06,PS.02,PA.02,OWN.01,OCC.01,OT.02,SH.07,WH.05,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
22,143,3,7.413759591605719,24.391925509117605,4.689664108905142,0.0,8.434745297561346,6.112222856535128,15.259775583625599,29.23818476760718,0.0,0.0,4.459722285042291,100.0,PT.06,PS.02,PA.02,OWN.01,OCC.01,OT.02,SH.07,WH.05,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
23,143,7,59.070643769838036,24.374298038577354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5550581915846,100.0,PT.06,PS.02,PA.02,OWN.01,OCC.01,OT.02,SH.07,WH.05,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
24,143,6,15.515851607375202,29.357525943321377,0.0,0.0,8.895782425184857,3.49084446701152,5.71784456221637,30.89627431690521,0.0,0.0,6.125797340611215,100.0,PT.06,PS.02,PA.02,OWN.01,OCC.01,OT.02,SH.07,WH.05,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
25,143,2,8.369086180319298,29.280121688702376,6.780885638424294,0.0,6.159811491161951,7.46973061435139,14.787350350737807,25.965734308472715,0.0,0.0,1.187279727830179,100.0,PT.06,PS.02,PA.02,OWN.01,OCC.01,OT.02,SH.07,WH.05,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
26,143,4,10.492246897794631,22.24039439274485,3.3907249364127123,0.0,9.503096005092495,6.613629036036012,11.127155285254087,30.705563990994445,0.0,0.0,5.927189455670774,100.0,PT.06,PS.02,PA.02,OWN.01,OCC.01,OT.02,SH.07,WH.05,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
27,143,5,4.717266210177773,9.20026039155174,8.52621596425242,0.0,13.694425691966439,6.042209149066126,11.99995177934227,35.29583373517215,0.0,0.0,10.523435239656669,100.0,PT.06,PS.02,PA.02,OWN.01,OCC.01,OT.02,SH.07,WH.05,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
28,155,4,19.778703518567788,0.0,7.208990665294028,0.0,4.354378421610116,12.166844856162244,15.445972228877935,33.031209876380004,0.0,0.0,8.013900433107885,100.0,PT.06,PS.03,PA.03,OWN.02,OCC.03,OT.02,SH.07,WH.05,STH.01,GH.01,OH.01,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
29,155,9,16.754372201368692,24.97230033915489,1.22675099272205,0.0,1.66837652227439,6.6593846933725995,12.857832546799756,30.44307387783183,0.0,0.0,5.41778813078585,100.0,PT.06,PS.03,PA.03,OWN.02,OCC.03,OT.02,SH.07,WH.05,STH.01,GH.01,OH.01,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
30,155,3,19.236956309872557,0.0,8.669345823324715,0.0,2.6258792774303026,11.735738077084038,20.339614637138613,31.204875224298156,0.0,0.0,6.187590650851617,100.0,PT.06,PS.03,PA.03,OWN.02,OCC.03,OT.02,SH.07,WH.05,STH.01,GH.01,OH.01,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
31,155,6,25.326053472982014,36.512890239109424,0.0,0.0,0.6458397510117801,1.9352885565269116,3.9982579322505596,28.30350219351823,0.0,0.0,3.278274078244335,100.0,PT.06,PS.03,PA.03,OWN.02,OCC.03,OT.02,SH.07,WH.05,STH.01,GH.01,OH.01,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
32,155,5,30.73255039147093,40.95313454383919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.314315064689875,100.0,PT.06,PS.03,PA.03,OWN.02,OCC.03,OT.02,SH.07,WH.05,STH.01,GH.01,OH.01,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
33,155,2,14.18464320462296,0.0,17.388479946537206,0.0,3.0832506166894347,3.6132595599146957,23.91231708156025,31.41755034249605,0.0,0.0,6.400302693778072,100.0,PT.06,PS.03,PA.03,OWN.02,OCC.03,OT.02,SH.07,WH.05,STH.01,GH.01,OH.01,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
34,155,7,11.02439702063541,6.801778214732251,0.0,0.0,4.158607350096712,10.460690126847409,9.600008549109287,41.48594205841179,0.0,0.0,16.46868354403325,100.0,PT.06,PS.03,PA.03,OWN.02,OCC.03,OT.02,SH.07,WH.05,STH.01,GH.01,OH.01,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
35,170,9,30.587403689828236,25.362974482222377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.048914964303385,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,170,7,36.791309437730256,13.216678717763317,0.0,0.0,13.529972798953274,5.269255930861137,5.6597458940192125,15.865199876045862,0.0,0.0,9.667734049512793,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
