,household_id,month,electricity_always_on,electricity_refrigeration,electricity_space_heating,electricity_water_heating,electricity_cooking,electricity_laundry,electricity_lighting,electricity_entertainment,electricity_electric_vehicle,electricity_pool_or_sauna,electricity_other,electricity_total,property_type,property_size,property_age,property_ownership,occupants,occupant_type,space_heating,water_heating,stove_heating,grill_heating,oven_heating,photo_voltaic,fridge,freezer,combi_fridge_freezer,oven,grill,hob,microwave,kettle,toaster,dishwasher,washing_machine,tumble_dryer,iron,tv,dvd_or_blueray,digital_tv_box,games_console,computer,tablet,electric_shower,ev_charger,swimming_pool,sauna
49,2353,7,18.8568,14.5808,0.0,0.0,19.5874,7.8351,11.0886,50.4966,0.0,0,16.1627,138.608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2374,2,10.4764,0.0,0.0,0.0,11.0683,3.685,9.3554,12.204,0.0,0,5.4918,52.2809,PT.02,PS.02,PA.01,OWN.02,OCC.02,OT.03,SH.01,WH.01,STH.02,GH.02,OH.02,SOL.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
51,2382,2,35.114000000000004,25.0362,0.0,0.0,13.7802,25.361,48.4236,69.2287,0.0,0,2.1913,219.135,PT.04,PS.04,PA.03,OWN.01,OCC.02,OT.03,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
52,2403,2,96.43700000000001,0.0,0.0,0.0,49.1625,7.1802,45.4416,46.0031,0.0,0,29.0712,273.296,PT.02,PS.02,PA.02,OWN.01,OCC.01,OT.06,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
53,2412,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,PT.05,PS.02,PA.02,OWN.02,OCC.01,OT.02,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
54,2421,7,108.415,21.2466,0.0,0.0,15.0895,42.937,7.0153,77.6347,0.0,0,8.1372,280.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2433,2,17.9309,22.2246,0.0,0.0,6.2382,13.3916,19.9851,31.6145,0.0,0,1.1251,112.51,PT.04,PS.03,PA.03,OWN.02,OCC.02,OT.04,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
56,2447,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2456,2,37.2461,26.6771,0.0,0.0,23.8064,59.8323,49.641999999999996,100.229,0.0,0,4.3933,301.827,PT.05,PS.03,PA.03,OWN.01,OCC.04,OT.04,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
58,2468,8,42.0618,25.6004,0.0,0.0,2.3798,4.4,1.0844,13.9389,0.0,0,0.9037,90.369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2478,2,38.1247,0.0,0.0,0.0,9.8134,7.4234,20.3673,45.6869,0.0,0,1.8807,123.296,PT.04,PS.03,PA.04,OWN.02,OCC.04,OT.04,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0
60,2505,2,46.4967,15.6441,0.0,0.0,19.6334,12.2587,46.1274,68.5406,0.0,0,8.1374,216.838,PT.05,PS.03,PA.03,OWN.02,OCC.02,OT.02,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
61,2517,7,46.5389,31.62,0.0,0.0,19.2073,9.1831,13.5166,63.288999999999994,0.0,0,14.3232,197.678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2530,2,35.4112,13.718,0.0,0.0,19.5191,5.5,34.4792,53.8628,0.0,0,10.9106,173.40099999999998,PT.06,PS.03,PA.02,OWN.01,OCC.02,OT.03,SH.07,WH.03,STH.01,GH.02,OH.02,SOL.02,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
63,2545,7,39.6603,34.7447,0.0,0.0,8.2649,14.3205,4.0439,40.9623,0.0,0,4.6304,146.627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2554,2,50.2327,21.1825,0.0,0.0,13.2467,5.5,27.8892,46.8613,0.0,0,4.8074,169.72,PT.02,PS.02,PA.03,OWN.01,OCC.04,OT.04,SH.01,WH.01,STH.01,GH.04,OH.02,SOL.02,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
65,2568,2,223.141,0.0,0.0,0.0,16.1181,5.665,71.9523,110.984,0.0,0,4.3131,432.17400000000004,PT.02,PS.03,PA.03,OWN.01,OCC.04,OT.02,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0
66,2577,7,243.87,53.9676,0.0,0.0,11.5999,4.505,4.8185,107.16,0.0,0,4.3022,430.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2580,7,32.1818,21.1404,0.0,0.0,7.5043,4.25,4.4685,31.0207,0.0,0,4.8903,105.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2607,2,23.8547,18.5458,0.0,0.0,14.4069,5.5,26.3021,41.7144,0.0,0,7.5511,137.875,PT.06,PS.02,PA.04,OWN.02,OCC.02,OT.03,SH.01,WH.01,STH.01,GH.04,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
69,2616,7,169.172,49.9703,0.0,0.0,16.5244,16.117,6.0795,97.4341,0.0,0,7.5308,362.82800000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2634,2,23.9257,7.4391,0.0,0.0,2.3514,5.665,9.0016,14.0357,0.0,0,0.6305,63.0489,PT.02,PS.03,PA.04,OWN.01,OCC.02,OT.02,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
71,2646,2,66.8132,21.238000000000003,0.0,0.0,8.402999999999999,30.7815,33.3523,62.467,0.0,0,2.2531,225.308,PT.04,PS.03,PA.03,OWN.01,OCC.02,OT.02,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
72,2654,7,104.98299999999999,28.921,0.0,0.0,4.3634,4.25,1.3724,25.9391,0.0,0,1.7154,171.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2666,7,157.836,20.215999999999998,0.0,0.0,23.9573,23.6314,13.6457,103.835,0.0,0,15.0785,358.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2675,7,65.9616,15.0797,0.0,0.0,34.9109,32.8318,24.232,102.45700000000001,0.0,0,27.427,302.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2686,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2697,7,11.8086,6.0519,0.0,0.0,21.9878,22.1179,10.3731,32.6803,0.0,0,24.6445,129.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2707,2,95.1879,27.3157,0.0,0.0,14.3436,3.498,71.5123,76.0088,0.0,0,2.9077,290.774,PT.02,PS.04,PA.02,OWN.01,OCC.02,OT.02,SH.01,WH.01,STH.01,GH.04,OH.02,SOL.02,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
78,2716,2,84.0679,20.0885,0.0,0.0,1.8001,1.0324,36.4646,55.6929,0.0,0,3.5709,202.717,PT.04,PS.03,PA.03,OWN.02,OCC.04,OT.05,SH.01,WH.01,STH.01,GH.02,OH.01,SOL.02,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
79,2731,7,36.1308,19.8314,0.0,0.0,36.0042,19.9868,16.9856,48.2698,0.0,0,35.1113,212.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2740,2,28.8601,0.0,0.0,0.0,42.0093,20.1021,40.3291,47.3613,0.0,0,24.6761,203.338,PT.02,PS.03,PA.02,OWN.01,OCC.03,OT.04,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
81,2751,2,375.834,34.1178,0.0,0.0,18.3596,5.665,23.0695,79.041,0.0,0,5.415,541.502,PT.04,PS.03,PA.03,OWN.02,OCC.03,OT.05,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
82,2765,2,12.8779,19.1754,0.0,0.0,5.5247,5.665,15.8874,24.6539,0.0,0,1.0282,84.8124,PT.04,PS.03,PA.03,OWN.01,OCC.04,OT.04,SH.01,WH.01,STH.01,GH.02,OH.02,SOL.02,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
